あいこ
おのおの
おのれ
おはこ
おばけ
おびき出す
おびき寄せる
おびく
おびただしい
おびやかす
おびる
おふくろ
おぶる
おべっか
おぼこ
おぼっちゃまくん
おぼつかない
おまじない
おませ
おまわりさん
おみ足
おめかし
おめでたい
おもいだす
おもいつく
おもいで
おもいやる
おもえる
おもたい
おもねる
おもむく
おもらし
おもる
おもんない
おもんばかる
およぐ
おら
おり
おりなす
おりまぜる
おろせる
おろち
おわす
おわび
おんぶ
おんぼろ
お上りさん
お上手
お下がり
お下げ
お互い様
お仕置き
お付
お作り
お供え
お偉方
お先棒
お出まし
お初
お力
お参り
お古
お召
お告げ
お天気
お天道様
お好み焼き
お姫さま
お子さま
お孫さん
お守
お尋ね者
お山
お巡りさん
お布施
お年玉
お幸せ
お座敷
お得意さん
お忍び
お忙しい
お悔やみ
お手伝い
お払い箱
お日様
お早う
お札
お株
お次
お歌
お歯黒
お母さま
お母ちゃん
お気づき
お気にいり
お湯
お点前
お為ごかし
お父ちゃん
お玉
お産
お眼鏡
お礼参り
お祓い
お祖母さん
お祭り
お稽古
お立ち
お答え
お茶の子
お茶漬け
お袋
お触れ
お誘い
お調子者
お買い得
お越し
お辞儀
お迎え
お送り
お通夜
お達し
お釈迦
お釈迦さま
お釈迦様
お釣り
お鉢
お鍋
お陰さま
お預け
お飾り
かいい
かいがいしい
かいじゅう
かいす
かいつまむ
かいまみる
かいま見る
かいらん
かい離
かえす
かえれる
かお
かおる
かかす
かかと
かかん
かがむ
かがめる
かがやく
かがり火
かき
かきあげる
かきけす
かきまわす
かきむしる
かき氷
かき消える
かき混ぜる
かき立てる
かき鳴らす
かぎる
かくし芸
かくす
かくせる
かくまう
かくれる
かくれんぼ
かく乱
かけあい
かけあう
かけぬける
かけまわる
かけめぐる
かけもつ
かけ声
かげ
かげる
かげん
かこう
かこつ
かこつける
かこむ
かごの鳥
かごめ
かさなる
かさねる
かさばる
かさぶた
かさむ
かさん
かざす
かしく
かしこい
かしこす
かしこまる
かしずく
かしわ
かじ
かじりつく
かじ取り
かすみ
かすめとる
かすめ取る
かずお
かずき
かずく
かせぐ
かせげる
かぜ
かたじけない
かたす
かたず
かたつむり
かたどる
かたまる
かたむける
かたよる
かたる
かたわら
かち合う
かっこいー
かっこう
かっとばす
かっぱ
かっぱらう
かっぷく
かっぽ
かっ切る
かっ飛ばす
かつお
かつぐ
かつみ
かつ子
かてる
かなえ
かなしみ
かなた
かなめ
かな子
かね
かぶりつく
かぶれ
かぶれる
かほり
かほる
かぼそい
かぼちゃ
かまえる
かまた
かまとと
かみあう
かみさん
かみつく
かめ
かもしだす
かもめ
かゆい
かよわい
から
からかい
からす
からっきし
からっ風
からませる
からまる
からみあう
から元気
かりだす
かり出す
かるい
かるた
かれん
かわき
かわせる
かわゆい
かんがえる
かんじん
かんずる
かんな
かんばしい
かんべん
かんぽ
かん通
かん高い
か国
か条
か細い
がく
がけ
がさ
がさつ
がた
がた落ち
がっつく
がなる
がぶ飲み
がま
がまん
がめ
がめつい
がめる
がり
がれき
がわら
がんがん
きおう
きかす
きが
きき
きぎ
きける
きこえる
きこす
きざす
きし
きしむ
きしょう
きじ
きずな
きせる
きそう
きそん
きたん
きだ
きち
きつける
きつね
きづく
きどる
きなこ
きな臭い
きの
きのう
きのこ
きのこ雲
きばる
きびしい
きまぐれ
きまじめ
きまま
きまる
きめ細か
きもの
きやすい
きゅう
きゅうり
きょく
きょろきょろ
きよし
きらう
きらす
きらびやか
きりこむ
きわ
きわだつ
きわめる
きんちょう
き死
ぎく
ぎごち
ぎす
ぎする
ぎりぎり
ぎん
くいる
くい止める
くぎ
くぐもる
くぐりぬける
くさす
くさび
くさる
くされる
くしゃみ
くじ
くすねる
くすり
くず
くずれる
くず鉄
くせ者
くたくた
くだ
くだける
くだされる
くだせる
くだん
くちびる
くちゃくちゃ
くちる
くったく
くつがえす
くつがえる
くど
くどく
くに
くねる
くのいち
くばる
くべる
くぼち
くみかえる
くみこむ
くみする
くみとる
くみ取れる
くみ子
くもる
くやし涙
くゆらす
くゆらせる
くよくよ
くら
くらい
くらいつく
くらえる
くらくら
くらす
くらぶ
くらわす
くりかえす
くりくり
くりひろげる
くり出す
くり抜く
くるまる
くるまれる
くろい
くわしい
くわす
ぐうたら
ぐしょぐしょ
ぐずる
ぐち
ぐぶ
ぐみ
ぐらし
ぐらつく
ぐる
けいこ
けいしょう
けいら
けがらわしい
けがれ
けが人
けし
けしかける
けしからん
けじめ
けたおす
けたたましい
けだす
けだるい
けち
けちる
けっき
けっきょ
けったい
けってい
けつ
けばけばしい
けぶい
けり
けれん
けんじる
けんまく
けんめい
げき
げする
げた
げん
げんか
げんこつ
こいする
こうか
こうき
こうこ
こうごう
こうじる
こうむる
こうもり
こうや
こがす
こきおろす
こき下ろす
こぎ
こぎつける
こぎる
こぎ着ける
こぐらい
こけし
こげる
こさえる
こざかしい
こじあける
こじらす
こじる
こじ開ける
こする
こすれる
こそばゆい
こっき
こっぴどい
こっ酷い
こづかい
ことなる
ことわざ
ことわり
こねこ
このあいだ
このごろ
この方
この辺
こはる
こびり付く
こびる
こぶし
こぼれ
こぼれおちる
こまか
こまかい
こまめ
こまる
こめ
こもれる
こよ
こらえ性
こらしめる
こらす
これだけ
これみよがし
ころがす
ころがせる
ころがる
ころげる
ころす
こわがる
こわす
こわもて
こんがらかる
こんとん
こんなに
こんばんは
こんぶ
ごころ
ごする
ごちそうさま
ごった返す
ごつい
ごつごつ
ごねる
ごま
ごまかし
ごまかせる
ごみ捨て
ごみ箱
ごめん
ごろごろ
ごろつき
ごろ寝
ご免
ご多分
ご用
ご破算
ご面相
ご馳走
さいき
さいし
さえ
さえずり
さおり
さかい
さかずき
さかせる
さかな
さかのぼれる
さかり
さかん
さがしだす
さがる
さく
さく裂
さぐる
さけ
さけぶ
さける
さげすむ
さげる
ささえ
ささやきあう
ささる
さざ波
さし
さしあたる
さしおく
さしこむ
さしさわる
さしのべる
さしはさむ
さすらい
さする
さそう
さそり
さだ
さだめる
さちこ
さっかく
さった
さっち
さっ引く
さとい
さとう
さとす
さとる
さばける
さび
さびれる
さぼる
さます
さまよえる
さもしい
さやか
さゆり
さよなら
さより
さらけだす
さらしもの
さらし者
さらせる
さわがせる
さわぐ
さわす
さわやかさ
さわる
さんま
さん付け
さ迷う
ざく
ざくろ
ざす
ざっくばらん
ざら
ざる
ざわざわ
ざわめく
ざんする
ざんまい
しあい
しあがる
しあげる
しいたけ
しいたげる
しおらしい
しおり
しおる
しかめっ面
しかりつける
しき
しくじる
しくむ
しける
しげる
しこ
しこむ
しごく
ししゃも
ししょう
しす
しする
しず
しずか
しずく
しそ
しそこなう
したしい
したためる
したたる
したて
したり顔
しだ
しだす
しっくり
しった
しっと
しっとり
しっぺ
しつける
しつらい
しつらえる
してき
しとど
しとめる
しとやか
しどころ
しどろもどろ
しない
しなる
しぬ
しねる
しの
しば
しばらく
しばりつける
しばる
しばれる
しぶい
しぶく
しぼむ
しぼりだす
しぼりとる
しぼれる
しまふ
しまむら
しまる
しみ
しみこむ
しみったれる
しみつく
しみわたる
しみ入る
しむ
しむける
しめす
しめつける
しめの
しゃあない
しゃがみこむ
しゃがむ
しゃがれる
しゃく
しゃくりあげる
しゃくれる
しゃしゃり出る
しゃっくり
しゃぶしゃぶ
しゃぶりつく
しゃぶる
しゃぼん
しゃも
しゃらくさい
しゅう
しゅく
しゅつえん
しゅんと
しょい込む
しょうい
しょうけい
しょうじる
しょぼくれる
しらじらしい
しらふ
しらべる
しらむ
しり
しりあう
しりすぼみ
しり上がり
しり目
しり込み
しるし
しろい
しろうと
しろくま
しわがれる
しわくちゃ
しわ寄せ
しんしゃ
しんずる
しんぼう
しんぽ
し笑
じき
じす
じたい
じまい
じみ
じゃがいも
じゃじゃ馬
じゃっか
じゃま
じゃり
じゅうたん
じゅん
じょせい
じょせつ
じらす
すいか
すいせん
すい臓
すえ
すえる
すがれる
すきま風
すき間
すぎや
すくい上げる
すくむ
すくめる
すぐり
すぐる
すける
すげない
すげ替える
すごせる
すご味
すさぶ
すさまじさ
すし
すすき野
すすける
すすめ
すずの
すずむ
すずめ
すずらん
すたれる
すっからかん
すっきり
すっとぶ
すっとぼける
すっぱい
すっぱ抜く
すっぴん
すっぽかす
すっぽん
すっ裸
すてる
すね
すねる
すばやい
すべすべ
すべり出し
すべり込む
すぼめる
すま
すまう
すませる
すみ
すみやか
すみ江
すもう
すりかえる
すりつぶす
すりむく
すりガラス
すり減らす
すり減る
すり潰す
すり込む
すり鉢
するどい
すれちがう
すんで
す巻き
ずい
ずうずうしい
ずえ
ずきん
ずくめ
ずたずた
ずっこけ
ずぶ
ずぶとい
ずぼら
ずみ
ずらかる
ずり
ずり落ちる
ずれ込む
せいこう
せいせい
せいや
せかす
せがれ
せき
せき立てる
せく
せせこましい
せせらぎ
せっかち
せっけん
せびる
せまい
せみ
せめぎあい
せり出す
せわ
せわしい
せわしない
せんする
せんだい
せんない
せんべい
ぜい肉
ぜったい
ぜりふ
ぜんそく
そうい
そうなる
そえる
そがれる
そく
そくす
そげる
そこなう
そご
そしる
そそう
そそり立つ
そっくり
そっけ
そっぽ
そで
そなえる
そのうち
そばかす
そばだてる
そびえたつ
そびえる
そびれる
そまる
そめる
そよぐ
そよ風
そらせる
そらぞらしい
それしき
それどころ
そろい踏み
そんじる
ぞう
ぞっこん
ぞんざい
ぞんぶん
たいこ
たいじ
たいす
たいする
たいよう
たいらげる
たおす
たおやか
たかこ
たかし
たかなる
たかの
たかまる
たかみ
たかめる
たかり
たかれる
たがう
たがえる
たきつける
たき火
たぎる
たくす
たくする
たくま
たくみ
たくらむ
たくる
たくれる
たくわえる
たぐる
たけ
たこ焼き
たしかめる
たしなむ
たじたじ
たすき
たすける
たずさわる
たずねる
たせる
たそがれ
たたかう
たたき
たたきあげる
たたきおこす
たたき上げる
たたき出す
たたき起こす
たたき込む
たたす
たためる
たたる
ただし
ただしい
ただす
ただよう
ただれる
ただ今
たちいる
たちかえる
たちくらみ
たちそう
たちはだかる
たちよる
たつみ
たてつく
たて続け
たでる
たなびく
たね
たのしい
たのしむ
たのしめる
たのむ
たぶ
たべる
たまえ
たまねぎ
たまり場
たま子
たむろ
ためいき
ためし
ためす
ため込む
たもと
たゆたう
たゆむ
たよる
たらい
たらしこむ
たりる
たるみ
たるむ
たれ込む
たわいない
たわける
たわごと
たんか
たんこぶ
たんす
たんぱく質
だいじょうぶ
だき
だきしめる
だしぬける
だし汁
だする
だだっ広い
だちょう
だっこ
だて
だぶる
だま
だまくらかす
だまし
だまし取る
だまる
だるま
だんじり
だんな
だんまり
ちあき
ちいさい
ちえみ
ちか
ちかい
ちかう
ちくしょう
ちげ
ちさ
ちちくる
ちぢれる
ちづる
ちひろ
ちびっこ
ちびる
ちまちま
ちゃかす
ちゃきちゃき
ちゃっか
ちゃぶ台
ちゃらんぽらん
ちゃんこ
ちゃんちゃらおかしい
ちゃーん
ちや
ちゅうちょ
ちょう
ちょこ
ちょっと
ちょび髭
ちょろまかす
ちょん
ちょんまげ
ちよ
ちらす
ちりとり
ちんちくりん
ちんちん
ちんぴら
ちんぷんかんぷん
ち密
ついてまわる
ついやす
つえ
つかこうへい
つかさ
つかさどる
つかまえる
つかみかかる
つかる
つかれはてる
つがい
つきあえる
つきあわす
つきあわせる
つきそう
つきたてる
つきっきり
つきつめる
つきとめる
つきぬける
つき合い
つき合う
つき抜ける
つくし
つくせる
つくも
つくりあげる
つくりだす
つくり上げる
つくり出す
つくろう
つぐなえる
つぐみ
つぐむ
つけあがる
つけたす
つけだす
つけどころ
つけ上がる
つけ加える
つけ回す
つけ足す
つけ込む
つた
つたう
つたえる
つたわる
つっかえる
つっけんどん
つっつく
つっぱる
つつがない
つつしむ
つつましい
つつみこむ
つづり
つづる
つど
つなぎとめる
つなぎ止める
つねる
つば
つばさ
つぶ
つぶせる
つぶつぶ
つぶら
つぼみ
つまびらか
つまみ
つまみ食い
つま先
つみ
つみあげる
つみとる
つむぐ
つめかける
つめこむ
つめよる
つもる
つや
つゆ
つよ
つらさ
つらなる
つらぬく
つりあう
つり橋
つれ
つんざく
つ折
づきあい
づくし
ていし
ていたい
ていねい
てかてか
てこずる
てっぺん
てつ
てなし
てひどい
てめぇ
てるみ
てれ
てれる
てんかん
てんこもり
てんてこ舞い
てんてん
てんぼう
であう
であえる
でかす
でく
でくの坊
でしゃばる
ですぎる
でたらめ
でっちあげ
でっちあげる
でっち上げ
でっぱる
でぶ
でんぱ
とうじる
とうもろこし
とおい
とおせる
とおりすぎる
とおる
とお子
とかげ
とかす
とがめる
とがる
ときほぐす
とくする
とけこめる
とけ込む
とげ
とげる
としとる
とじこもる
とじる
とそ
とっか
とっくむ
とっちめる
とっつぁん
とっぴ
とつ
とど
とどく
とどろかせる
とどろく
となえる
とのこ
とばせる
とびこむ
とびだす
とびでる
とび出る
とまどい
とめど
ともだち
ともみ
ともる
とよみ
とら
とらえどころ
とらや
とりあう
とりあげる
とりいれる
とりかえす
とりかえる
とりかかる
とりくむ
とりこ
とりこぼす
とりたてる
とりつくろう
とりなす
とりまとめ
とりみだす
とりもつ
とりもどす
とりわけ
とりわける
とろい
とろける
とわ
とんがる
とんちんかん
とんでもない
とんとん拍子
とんねるず
とんぼ
とん平
と腹
どぎまぎ
どくする
どける
どこら
どさくさ
どしゃ降り
どじょう
どす
どっこいどっこい
どてら
どなり
どなる
どの
どまり
どまんなか
どもる
どやす
どよめく
どら
どろどろ
どんぐり
どんちゃん騒ぎ
どんでんがえし
どんど
どんな
ど根性
なあなあ
なあに
ないしょ
ないものねだり
なう
なえる
なお
なおざり
なおせる
なおのこと
なおみ
なおる
なお美
なかなか
なかば
なかよい
ながい
ながせる
ながめる
ながれる
なき声
なぐ
なぐる
なける
なげうつ
なごむ
なごや
なさけない
なしとげる
なすりつける
なすり付ける
なする
なす事
なぜだか
なぞ
なぞなぞ
なぞり
なだれ
なだれこむ
なっちゃん
なつ
なづける
なでおろす
なでしこ
ななめ
なのる
なぶり殺し
なぶる
なべ
なほ
なまくら
なまず
なまなましい
なまぬるい
なまめかしい
なまり
なまる
なめ
なめす
なめらか
ならい
ならず者
ならせる
ならべる
なりさがる
なり変わる
なるい
なんのその
なんば
にあがる
におう
にがい
にぎやか
にぎりしめる
にぎわう
にぎわせる
にくたらしい
にげる
にし
にじみでる
にじり寄る
にせもの
にせる
につく
になう
にぶい
にらめっこ
にわとり
にんじる
にんじん
ぬう
ぬかす
ぬかせる
ぬかる
ぬかるみ
ぬかるむ
ぬき
ぬくい
ぬくもり
ぬぐ
ぬぐいさる
ぬぐい去る
ぬぐい去れる
ぬぐう
ぬけだす
ぬけでる
ぬめり
ぬるむ
ねえさん
ねがう
ねぎ
ねぎらい
ねぎらう
ねぐ
ねじこむ
ねじふせる
ねじる
ねじれ
ねじ曲げる
ねじ込み
ねたむ
ねちっこい
ねばい
ねばっこい
ねばり強い
ねらわれる
ねんね
のがす
のがれる
のく
のけもの
のけ反る
のけ者
のこぎり
のこす
のさばる
のしあがる
のし歩く
のぞきこむ
のぞき込む
のぞける
のぞみ
のぞむ
のたうち回る
のちのち
のっかる
のっとる
のっぺらぼう
のっぺり
のっぽ
のど元
ののしる
のばす
のびやか
のびる
のぶ
のべる
のぼせる
のぼり
のぼりつめる
のぼれる
のみ
のみこむ
のみこめる
のみ込む
のめす
のりあわせる
のりうつる
のりこ
のりこえる
のり子
のれる
のれん
のろ
のろい
のろう
のろける
のろし
のんき
のんびり
はいいる
はいずる
はいち
はいりこむ
はいりこめる
はいれる
はえる
はおと
はおる
はか
はかす
はかどる
はからう
はかれる
はがき
はがす
はがれる
はきだせる
はき違える
はぎの
はぎ取る
はくす
はく奪
はける
はけ口
はげ
はげしい
はげます
はげむ
はげる
はこぶ
はさまる
はさみ
はしくれ
はしこい
はしたない
はしる
はじ
はじき出す
はじき返す
はじく
はじる
はする
はずかしい
はずかしめる
はずせる
はずみ
はずむ
はぜる
はたち
はためく
はたん
はた迷惑
はだかる
はだける
はだし
はちきれる
はちみつ
はちよ
はち切れる
はっき
はっする
はったり
はつ
はつらつ
はつる
はて
はてる
はと
はなす
はなせる
はなはだしい
はなれる
はねつける
はねのける
はばたく
はぶく
はべる
はま
はまりこむ
はみ
はみ出る
はめこむ
はめ込み
はめ込む
はやし立てる
はやま
はらえる
はらす
はりきる
はりきれる
はりつめる
はりめぐらす
はるの
は種
ばい
ばいた
ばい菌
ばか騒ぎ
ばく
ばった
ばてる
ばなし
ばね
ばば
ばらつき
ばらまき
ぱくり
ぱくる
ひいき
ひいき目
ひえ
ひかえる
ひがし
ひき
ひきあう
ひきいる
ひきいれる
ひきかえる
ひきしまる
ひきずりこむ
ひきたてる
ひきだす
ひきつる
ひきつれる
ひきとる
ひきのばす
ひきもどす
ひきわける
ひき殺す
ひき逃げ
ひぐらし
ひける
ひさ
ひさぐ
ひざ
ひしめきあう
ひしめく
ひしゃく
ひじ
ひじ掛け
ひす
ひずむ
ひそか
ひそひそ話
ひそむ
ひた走り
ひた隠し
ひだ
ひっかえす
ひっかく
ひっかける
ひっきりなし
ひっくりかえす
ひっこむ
ひっこめる
ひっさげる
ひったくり
ひっつく
ひっぱたく
ひっぱれる
ひっ付く
ひつ
ひつぎ
ひところ
ひとすじ
ひとつまみ
ひとにぎり
ひとまず
ひとまとめ
ひとみ
ひとめぼれ
ひと回り
ひと安心
ひと山
ひと役
ひと晩
ひと月
ひと泡
ひと皮
ひと筋縄
ひと足
ひと通り
ひな
ひなびる
ひな壇
ひな鳥
ひねくる
ひねり出す
ひばり
ひび
ひびく
ひま
ひめる
ひも
ひもじい
ひやす
ひょう
ひょうきん
ひよ
ひよこ
ひよっこ
ひより
ひらい
ひらく
ひりつく
ひりひり
ひるがえす
ひれ
ひれふす
ひろ
ひろう
ひろか
ひろがる
ひろげる
ひろこ
ひろみ
ひろ子
ひんしゅく
ひん曲がる
ひ孫
ひ弱い
びき
びた一文
びほう
びょう
びら
ぴき
ふえ
ふえる
ふか
ふかい
ふかす
ふかまる
ふがいない
ふきだす
ふきとる
ふき取る
ふくせる
ふくまる
ふくむ
ふくめる
ふくらます
ふくらむ
ふくれあがる
ふくれっ面
ふくろう
ふけ
ふさこ
ふし
ふしぎ
ふしだら
ふじ
ふじこ
ふす
ふする
ふたば
ふっかける
ふっきれる
ふっとぶ
ふっ切れる
ふっ飛ぶ
ふつ
ふつふつ
ふてくされる
ふとい
ふところ
ふぶき
ふみこむ
ふもと
ふやかす
ふらせる
ふらつく
ふりかえる
ふりかかる
ふりしぼる
ふりまく
ふりまわす
ふるさと
ふるた
ふるまえる
ふるわせる
ふれあえる
ふれこみ
ふれこむ
ふれまわる
ふれ合い
ふれ合う
ふろしき
ふん
ふんする
ふんぞる
ふんだくる
ふんばる
ぶちこむ
ぶちこわす
ぶっこ
ぶったぎる
ぶっつける
ぶっとばす
ぶっぱなす
ぶっ続け
ぶつくさ
ぶつぶつ
ぶと
ぶどう
ぶらさがる
ぶらつく
ぶらんこ
ぶら下がる
ぶりかえす
ぶり返す
ぶろ
ぶんなぐる
ぶ厚い
ぷかぷか
へきえき
へこたれる
へそ
へその緒
へそ曲がり
へた
へっぽこ
へつらう
へとへと
へばりつく
へばる
へび
へぼ
へま
へや
へらす
へらず口
へりくだる
へんする
へんちくりん
へんてこりん
へんぷ
べたつく
べっぴん
べらんめぇ
べろんべろん
べトナム
ぺちゃんこ
ぺん
ほうき
ほうき星
ほうふつ
ほうる
ほうれん草
ほうろう
ほう助
ほえる
ほお
ほおばる
ほお骨
ほくそえむ
ほくろ
ほぐす
ほぐれる
ほこ
ほころびる
ほころぶ
ほさ
ほす
ほた
ほっそり
ほっつく
ほっぺ
ほっぺた
ほっぽる
ほつれ
ほとぼり
ほとり
ほどく
ほどける
ほど近い
ほふく
ほほえむ
ほほ笑む
ほめちぎる
ほり
ほりだす
ほれ込む
ほろ
ぼう
ぼかし
ぼけ
ぼっとう
ぼや
ぼやかす
ぼろ
ぼろい
ぼん
ぼんち
ぽか
ぽっと出
ぽんこつ
まあ
まいこむ
まい進
まかす
まかなう
まかなえる
まかれる
まがい物
まがう
まがまがしい
まがる
まき
まきこむ
まきちらす
まける
まげる
まこと
まごつく
まさ
まさお
まさぐる
まさこ
まさし
まさよ
まさる
まざる
まじえる
ますみ
まする
まぜこぜ
またぐ
またたく
またとない
またの日
また上
まだけ
まだるっこい
まちがえる
まちぶせる
まちまち
まぢかい
まっか
まっただなか
まっただ中
まっとうする
まっぷたつ
まっ黒
まつげ
まつる
まつわる
まつ毛
まてる
まとめ買い
まどう
まどか
まどろむ
まどわす
まなみ
まな板
まぬがれる
まねる
まばゆい
まひ
ままごと
まみ
まみえる
まめ
まもり
まもる
まもれる
まゆ
まゆみ
まゆ毛
まよう
まりあ
まりこ
まるまる
まるめる
まろやか
まんが
まん延
みあう
みい
みいる
みおくる
みか
みかける
みかじめ
みかん
みがく
みき
みぎ
みくびる
みごもる
みさえ
みじん
みすえる
みすぼらしい
みする
みずほ
みずら
みせかける
みそ
みそれる
みそ汁
みぞ
みたらし
みだら
みちお
みちこ
みちる
みつお
みつを
みつ子
みてとれる
みと
みとめる
みとり
みとる
みとれる
みどり
みなおす
みなみ
みならう
みにくい
みね
みね子
みのがす
みはる
みほ
みみっちい
みやげ
みやこ
みやすい
みよい
むかむか
むき
むくつけい
むくむ
むさい
むさくるしい
むし
むしばむ
むしり取る
むしる
むす
むずがゆい
むず痒い
むせび泣く
むせぶ
むせる
むせ返る
むだ
むちゃ
むつかしい
むつまじい
むね
むべ
むら
めい
めいてい
めいる
めがける
めくるめく
めくれる
めぐまれる
めぐむ
めぐらす
めぐらせる
めぐりあえる
めぐり合わせ
めざす
めざめる
めし
めでる
めぼしい
めり込む
めろめろ
めんじる
めんずる
めんどう
もうかる
もうけ
もうす
もうでる
もうろう
もえあがる
もえる
もがり
もぎとる
もぎる
もくする
もくろみ
もくろむ
もぐら
もぐり
もぐりこむ
もぐり込む
もぐる
もげる
もじる
もたげる
もたす
もたつき
もたつく
もたれる
もだえる
もったいぶる
もっての外
もつれあう
もつれこむ
もてあます
もてなし
もてなす
もとづく
もとめる
もとる
もどす
もどれる
もぬけの殻
ものがたり
ものさし
ものたりない
もののふ
もの寂しい
もの狂い
もの言い
もみあう
もみくちゃ
もみじ
もみ上げ
もみ合う
もみ消す
もめごと
もめる
もめ事
もも子
もやし
もよおす
もりあがる
もりあげる
もりたてる
もり立てる
もんじゃ
やあ
やう
やおや
やから
やきもき
やぎ
やくする
やけくそ
やけっぱち
やける
やじ
やじる
やす
やすし
やすっぽい
やすの
やすむ
やせこける
やせ細る
やせ衰える
やっこ
やっつけ仕事
やつす
やとう
やぶさか
やぶる
やぶれる
やぼ
やましい
やまと
やみ
やみくも
やむない
やむを得る
やむ無い
やめ
やや
やよい
やりあう
やりかえす
やりくり
やりこめる
やりすごす
やりすごせる
やりっ放し
やり合う
やり玉
やり込める
やり返せる
やり過ごせる
やわ
やわい
やわらげる
やんごとない
ゆうする
ゆう子
ゆえん
ゆか
ゆかしい
ゆがみ
ゆがめる
ゆきの
ゆき子
ゆくえ
ゆくゆく
ゆさぶる
ゆすぐ
ゆすり
ゆする
ゆず
ゆずる
ゆずれる
ゆだる
ゆみ
ゆらす
ゆらめく
ゆりか
ゆるす
ゆるせる
ゆるむ
