あいかわる
うえ
うえる
うかうか
うかぶ
うかべる
うかる
うがつ
うぐいす
うけあう
うけいれる
うけつける
うけとめる
うけとる
うごかす
うごく
うさ
うさんい
うしなう
うしろめたい
うじ
うじ虫
うすれる
うず
うずうず
うずくまる
うずまく
うずめる
うせる
うたい文句
うたかた
うたた寝
うだる
うちあげる
うちかつ
うちこむ
うちわ
うち捨てる
うっかり
うっする
うったえる
うっちゃる
うっぷん
うっ憤
うつくしい
うつす
うつせみ
うつぶせる
うつりかわる
うつろ
うつ伏せる
うてる
うとい
うとうと
うとましい
うとむ
うど
うどん
うどん粉
うなじ
うな重
うぬぼれる
うばう
うまる
うま味
うめき声
うめく
うめこむ
うめる
うらぎる
うらはら
うらびれる
うらぶれる
うらみ
うらめしい
うら寂しい
うら若い
うるささ
うるむ
うれし泣き
うれる
うろたえる
うろちょろ
うわずる
うわつく
うわの空
えぐれる
えさ
えじき
えづく
えび
えびす
えりか
えり子
えんか
えん罪
おいこむ
おいちゃん
おいてきぼり
おいてけぼり
おいらん
おうむ
おえつ
おおがかり
おおきい
おおげさ
おおせる
おかあさん
おかあさんといっしょ
おかき
おかし
おがむ
おがめる
おくび
おくりだす
おこし
おご
おごそか
おごり
おごる
おさない
おさらば
おさん
おしかける
おしっこ
おしつけがましい
おしつける
おしどり夫婦
おしむ
おしめ
おしゃま
おしん
おじぎ
おじけづく
おじゃん
おじる
おす
おすそ分け
おせる
おせん
おぜん立て
おそい
おそう
おそまつ
おそれいる
おそれる
おそろい
おたおた
おためごかし
おだ
おだてる
おちいる
おちこぼれる
おちこむ
おちつく
おちょこ
おちょぼ口
おっかける
おっかない
おっきい
おっしゃれる
おっぱじめる
おつき
おつむ
おでん
おとうさん
おとす
おとる
おどる
おどれる
おどろく
おなご
おなじ
おなべ
おなら
おねがい
おのおの
おはこ
おばけ
おびき出す
おびき寄せる
おびく
おびただしい
おびやかす
おびる
おふくろ
おぶる
おべっか
おぼこ
おぼしい
おぼっちゃまくん
おぼつかない
おまじない
おます
おませ
おみ足
おもいだす
おもいつく
おもいで
おもえる
おもたい
おもねる
おもらし
おもる
おもろない
おもんない
おもんばかる
およぐ
おり
おりなす
おろせる
おろち
おわす
おわび
おんな
おんぼろ
お上りさん
お下がり
お下げ
お互い様
お供え
お側
お先棒
お出まし
お初
お力
お参り
お古
お召
お告げ
お天道様
お好み焼き
お姫さま
お子さま
お孫さん
お守
お寺
お尋ね者
お市の方
お年玉
お幸せ
お座なり
お座敷
お忍び
お忙しい
お悔やみ
お手玉
お払い箱
お早う
お昼
お札
お株
お次
お歌
お歯黒
お母さま
お母ちゃん
お気づき
お気にいり
お湯
お点前
お為ごかし
お父ちゃん
お玉
お産
お眼鏡
お祓い
お祖母さん
お祖父さん
お祭り
お稽古
お立ち
お茶の子
お茶漬け
お袋
お誘い
お調子者
お越し
お迎え
お通夜
お達し
お釈迦さま
お鉢
お鍋
お陰さま
お預け
かあさん
かいがいしい
かいじゅう
かいつまむ
かいまみる
かいま見る
かいらん
かえす
かえりみる
かえれる
かおり
かおる
かかあ天下
かかえこむ
かかす
かかと
かかわり合う
かかん
かがむ
かがめる
かがやく
かき
かきあげる
かきけす
かきまぜる
かきまわす
かきむしる
かき乱す
かき分ける
かき氷
かき消せる
かき混ぜる
かき鳴らす
かぎり
かぎる
かくし芸
かくす
かくせる
かくまう
かくれんぼ
かく乱
かけあい
かけあう
かけこむ
かけずる
かけまわる
かけめぐる
かけもつ
かけ合う
かけ声
かこう
かこつ
かこつける
かこむ
かごの鳥
かごめ
かさなる
かさねる
かさぶた
かさむ
かさん
かざす
かしく
かしこい
かしずく
かしら
かしわ
かじ
かじりつく
かじ取り
かすみ
かすめとる
かすめ取る
かずお
かずき
かずく
かせぐ
かせげる
かぜ
かたじけない
かたす
かたず
かたつむり
かたづける
かたどる
かたまる
かたむく
かたむける
かたよる
かたる
かたわら
かっこいー
かっこう
かっする
かっぱ
かっぱらう
かっぷく
かっぽ
かっ切る
かっ飛ばす
かつぐ
かつみ
かつ子
かてる
かなえ
かなでる
かなめ
かな子
かね
かばん
かぶりつく
かぶれ
かぶれる
かほり
かほる
かぼそい
かぼちゃ
かまた
かまとと
かみあう
かみさん
かみつく
かみ合わせ
かみ締める
かめ
かもしだせる
かや
かよわい
から
からかい
からす
からっきし
からっ風
からませる
からみあう
から元気
かり出す
かるた
かれん
かわせる
かわゆい
かわれる
かんがえる
かんずる
かんばしい
かんべん
かんぽ
かん通
がけ
がさ
がさつ
がた
がちがち
がちゃがちゃ
がっつく
がなる
がぶ飲み
がま
がまん
がめつい
がめる
がらがら
がらん
がり
がれき
きい
きいろい
きおう
きかす
きき
ききわける
きぎ
きける
きこえる
きこす
きこむ
きざす
きし
きしむ
きしょう
きじ
きずな
きせる
きそう
きそん
きたん
きだ
きっぷ
きつける
きつね
きづく
きどる
きな臭い
きの
きのう
きのこ
きのこ雲
きはじめる
きばる
きびしい
きまじめ
きまま
きまり
きまる
きめ細か
きもの
きやすい
きゅう
きゅうり
きょく
きょろきょろ
きよい
きよし
きよみ
きらう
きらす
きりこむ
きわ
きわだつ
きわめる
きんちょう
ぎく
ぎごち
ぎす
ぎする
ぎっくり腰
ぎりぎり
ぎん
くいしばる
くいる
くい止める
くぎ
くぎづけ
くぎ付け
くぐもる
くぐりぬける
くさす
くさび
くさや
くさる
くされる
くしゃみ
くじ
くじく
くすねる
くず
くずす
くずれる
くず鉄
くせ者
くたくた
くたばる
くだ
くだける
くだされる
くだせる
くちびる
くちゃくちゃ
くちる
くっする
くつ
くつがえす
くつがえる
くどき
くどく
くねる
くばる
くべる
くぼち
くみかえる
くみこむ
くみする
くみとる
くみ取る
くみ取れる
くみ子
くもる
くやし涙
くゆらす
くよくよ
くら
くらいつく
くらえる
くらくら
くらす
くらぶ
くらわす
くりくり
くりひろげる
くり出す
くり抜く
くるしい
くるまる
くるまれる
くろい
くわしい
ぐうたら
ぐしょぐしょ
ぐする
ぐずる
ぐち
ぐぶ
ぐみ
ぐる
ぐるり
ぐれる
けいこ
けいしょう
けいら
けがらわしい
けが人
けし
けしかける
けしからん
けたおす
けたたましい
けだす
けだるい
けち
けちる
けっき
けっきょ
けったい
けってい
けつ
けばけばしい
けぶい
けり
けれん
けんめい
げき
げする
げん
げんこつ
げんじる
こういち
こうか
こうき
こうこ
こうじる
こうむる
こうもり
こうや
こう着
こがす
こきおろす
こぎ
こぎつける
こぎる
こぎ着ける
こぐらい
こけし
こさえる
こざかしい
こじあける
こじらす
こじる
こじ開ける
こする
こすれる
こそばゆい
こたつ
こっき
こっぴどい
こっ酷い
こと
ことわり
ことわる
こなし
こなれる
こねこ
このあいだ
このごろ
この方
この辺
こはる
こびり付く
こびる
こぶし
こぼれ
こぼれおちる
こぼれ話
こまかい
こまねく
こまめ
こまる
こもれる
こらす
これしき
これだけ
これみよがし
ころがす
ころがせる
ころがる
ころげる
ころす
ころぶ
こわがる
こわす
こわもて
こわれる
こんがらかる
こんじ
こんばんは
こんぶ
ごする
ごちそうさま
ごった返す
ごつい
ごつごつ
ごねる
ごぼう
ごま
ごまかせる
ごみ捨て
ごみ箱
ごめん
ごらん
ごろごろ
ごろつき
ごわごわ
ご両人
ご免
ご用
ご破算
ご面相
さいき
さいし
さいたま
さえ
さえずり
さおり
さかい
さかせる
さかな
さかのぼれる
さかり
さかん
さがしだす
さがる
さく裂
さぐる
さけ
さける
さげすむ
さげる
ささえ
ささくれる
ささやきあう
ささる
さざ波
さし
さしあげる
さしあたる
さしおく
さしこむ
さしさわる
さしだす
さすらい
さすらう
さする
させる
さそう
さだ
さだめる
さちこ
さっかく
さった
さつき
さとい
さとす
さとる
さと子
さば
さばき
さばける
さび
さびれる
さぼる
さます
さまよえる
さもしい
さやか
さゆり
さより
さよ子
さらけだす
さらしもの
さらし者
さらせる
さわがせる
さわぐ
さわす
さわやかさ
さんざん
さんま
さん付け
さ迷う
ざく
ざくろ
ざす
ざっくばらん
ざまみ
ざら
ざる
ざわざわ
ざんする
ざんまい
しあい
しあがる
しあげる
しいたけ
しいたげる
しおらしい
しおり
しおる
しかめっ面
しかりつける
しくじる
しくむ
しける
しげる
しこ
しこむ
しこり
ししゃも
ししょう
しす
しする
しず
しずか
しずく
しそ
しそこなう
したおす
したたる
したてる
したまわる
したり顔
しだ
しだす
しった
しっとり
しっぺ
しつける
しつらい
しつらえる
してき
しとど
しとめる
しとやか
しどころ
しどろもどろ
しない
しなる
しぬ
しねる
しの
しば
しばらく
しばりつける
しばれる
しぶい
しぶく
しぼむ
しぼりとる
しぼれる
しまむら
しまる
しみ
しみこむ
しみったれる
しみわたる
しむ
しむける
しめす
しめの
しゃがみこむ
しゃがむ
しゃがれる
しゃく
しゃくりあげる
しゃくれる
しゃしゃり出る
しゃっくり
しゃぶしゃぶ
しゃぶりつく
しゃぶる
しゃぼん
しゃも
しゃらくさい
しゅく
しゅつえん
しゅんと
しょい込む
しょうけい
しょく罪
しょっぱい
しょぼくれる
しょぼつく
しらふ
しらべる
しり
しりあう
しりすぼみ
しり上がり
しり目
しり込み
しろい
しろうと
しろくま
しわがれる
しわくちゃ
しわ寄せ
しんしゃ
しんずる
しんぼう
しんぽ
し笑
じす
じたい
じみ
じゃがいも
じゃじゃ馬
じゃま
じゅう
じゅうたん
じゅん
じょせつ
すいか
すいせん
すい臓
すえる
すがれる
すきま風
すき間
すぎや
すくい上げる
すくめる
すぐる
すける
すげない
すごみ
すご味
すさまじさ
すし
すす
すすける
すすめ
すずの
すずむ
すずめ
すずらん
すそ
すそ野
すたれる
すっからかん
すっきり
すっこむ
すっとぶ
すっとぼける
すっぱい
すっぱ抜く
すっぽん
すっ裸
すてる
すばやい
すべすべ
すべりこむ
すべり出し
すぼめる
すまう
すみ
すみやか
すみれ
すみ江
すもう
すもも
すりかえる
すりきれる
すりつぶす
すりまぜる
すりむく
すりガラス
すり寄る
すり減らす
すり減る
すり潰す
すり身
すり込む
すり鉢
すれちがう
すんで
す巻き
ずい
ずうずうしい
ずえ
ずきん
ずたずた
ずっこけ
ずっこける
ずぶ
ずぶとい
ずぼら
ずらかる
ずり
ずり落ちる
ずれ込む
せい
せいこう
せいせい
せいや
せかす
せがれ
せき
せき立てる
せく
せこい
せせこましい
せせら笑う
せっかち
せびる
せまい
せみ
せむし
せめる
せり出す
せわ
せわしい
せわしない
せん
せんない
せんべい
ぜいたく
ぜい肉
ぜったい
ぜりふ
ぜんそく
そうい
そうそう
そうなる
そう快
そえる
そがれる
そく
そげる
そこねる
そご
そしる
そそう
そそぐ
そだつ
そっくり
そっぽ
そで
そなえる
そのうち
その子
そばだてる
そびえたつ
そびえる
そびえ立つ
そめる
そよぐ
そよ風
そらせる
そらぞらしい
そり
それしき
それどころ
そろい踏み
そんな
ぞう
ぞっこん
ぞんざい
ぞんぶん
たいこ
たいす
たいする
たいよう
たいらげる
たおす
たおやか
たかこ
たかし
たかなる
たかまる
たかみ
たかめる
たかり
たがえる
たきつける
たき火
たぎる
たくす
たくま
たくみ
たくらむ
たくる
たくれる
たくわえる
たぐる
たこ焼き
たしかめる
たじたじ
たじろぐ
たすき
たずさわる
たせる
たたかう
たたきおこす
たたきこむ
たたき上げる
たたき出す
たたき台
たたき落とす
たたき起こす
たたき込む
たためる
たたら
たたる
ただし
ただしい
ただす
ただれる
たち
たちいる
たちかえる
たちくらみ
たちそう
たちはだかる
たつき
たつみ
たて
たてつく
たでる
たなびく
たぬき
たね
たのしめる
たのむ
たばこ
たび
たぶ
たぶらかす
たべる
たまえ
たまき
たまり場
たま子
たむろ
ためいき
ためし
ためす
ため込む
たもつ
たもと
たゆたう
たゆむ
たよ
たよる
たらしこむ
たらす
たりる
たるみ
たれ込む
たわいない
たわける
たわごと
たわわ
たわ言
たんか
たんこぶ
たんす
たんぱく質
たんび
だいじょうぶ
だき
だしぬける
だし汁
だする
だだっ広い
だちょう
だっこ
だて
だぶる
だま
だまくらかす
だまし
だまし取る
だるま
だんまり
ちいさい
ちえみ
ちか
ちかい
ちかう
ちくしょう
ちご
ちちくる
ちぢれる
ちづる
ちひろ
ちびっこ
ちびる
ちゃかす
ちゃきちゃき
ちゃっか
ちゃぶ台
ちゃらんぽらん
ちゃんこ
ちゃんちゃらおかしい
ちゃんぽん
ちや
ちゅうちょ
ちょうちょ
ちょき
ちょこ
ちょっと
ちょび髭
ちょろまかす
ちょん
ちょんまげ
ちよ
ちらす
ちりとり
ちんちくりん
ちんちん
ちんぴら
ちんぷんかんぷん
ち密
ついてまわる
ついやす
つうじる
つえ
つかこうへい
つかさ
つかさどる
つかる
つかれはてる
つがい
つき
つきあえる
つきあわす
つきあわせる
つきそう
つきたてる
つきっきり
つきつめる
つきとばす
つきぬける
つき合い
つき合う
つき抜ける
つぎこむ
つぎ込める
つくし
つくす
つくせる
つくも
つくりだす
つくり上げる
つくり出す
つくろう
つぐみ
つぐむ
つけあがる
つけたり
つけどころ
つけもの
つけ上がる
つけ加える
つけ回す
つけ根
つけ足す
つけ込む
つげ
つた
つたう
つたえる
つたわる
つっけんどん
つっぱる
つつしむ
つつみこむ
つづける
つづり
つづる
つなぎ止める
つね
つねる
つのる
つば
つばさ
つぶ
つぶせる
つぶつぶ
つまびらか
つまみ食い
つま先
つみ
つみあげる
つみとる
つむぐ
つめかける
つめこむ
つめたい
つや
つゆ
つよ
つらさ
つらなる
つらぬく
つりあう
つり上がる
つり橋
つれ
つれない
つんざく
ていし
ていたい
ていねい
てかてか
てこずる
てつ
てなし
てのもの
てひどい
てるみ
てれ
てんかん
てんこもり
てんじる
てんてこ舞い
てんてん
てんぼう
であう
でかす
でく
でくの坊
でしゃばる
ですぎる
でたらめ
でっちあげ
でっちあげる
でっち上げ
でぶ
でんぱ
とうじる
とうもろこし
とおい
とおり
とおりすぎる
とおる
とお子
とかげ
とかす
とがめる
とがる
とき
ときほぐす
とぎれとぎれ
とくする
とぐろ
とけこめる
とけ込む
とげ
とげる
としのり
とじこもる
とじる
とそ
とちる
とっか
とっくむ
とっちめる
とっつぁん
とっぴ
とつ
とど
とどく
とどける
とどろかせる
となえる
とのこ
とばっちり
とびかう
とびこむ
とびだす
とびでる
とびぬける
とび出る
とまどい
とむ
とめど
とめどない
ともえ
ともみ
ともる
とよみ
とら
とらえどころ
とらや
とりあげる
とりいれる
とりかえる
とりかかる
とりくむ
とりしきる
とりたてる
とりつくろう
とりのこす
とりまとめ
とりもつ
とりもどす
とろい
とわ
とんがる
とんでもない
とんとん拍子
とんねるず
とんぼ
と殺
どうじる
どう猛
どかす
どぎまぎ
どくする
どける
どこら
どさくさ
どしゃ降り
どじょう
どす
どす黒い
どっこいどっこい
どてら
どなり
どなる
どまんなか
どやす
どよめき
どよめく
どら
どろどろ
どんぐり
どんちゃん騒ぎ
どんど
どんな
ど根性
ないしょ
ないものねだり
なう
なえる
なお
なおこ
なおざり
なおす
なおせる
なおのこと
なおる
なお美
なかす
なかなか
なかば
なかよい
ながい
ながせる
ながめる
ながれる
なき声
なぐ
なぐる
なける
なげうつ
なげかける
なごむ
なごや
なさけない
なし
なしくずし
なしとげる
なし崩し
なすりつける
なすり付ける
なす事
なぜだか
なぞなぞ
なぞり
なだれ
なだれこむ
なつ
なつかしむ
なづける
なでおろす
ななめ
なのる
なぶり殺し
なぶる
なべ
なほ
なまくら
なまなましい
なまぬるい
なまめかしい
なまり
なまる
なみ
なめ
なめらか
ならい
ならえる
ならず者
ならせる
ならべる
なりさがる
なりたつ
なりわい
なり変わる
なるい
なれ初め
なんのその
なんば
にあがる
におう
にがい
にぎやか
にぎりしめる
にぎわせる
にくい
にくたらしい
にげる
にし
にしめる
にじみでる
にじり寄る
にせもの
にせる
にっかつ
につく
になう
にらむ
にらめっこ
にる
にわとり
にんじる
ぬう
ぬかす
ぬかせる
ぬかる
ぬかるみ
ぬかるむ
ぬき
ぬぐ
ぬぐいさる
ぬぐい去る
ぬぐい去れる
ぬけだす
ぬめり
ぬるむ
ぬれる
ねえさん
ねえや
ねがう
ねぎ
ねぎらい
ねぎらう
ねぐ
ねころぶ
ねじくれる
ねじこむ
ねじふせる
ねじまげる
ねじる
ねじれ
ねじ込み
ねじ込める
ねちっこい
ねつ造
ねばい
ねばり強い
ねばる
ねぶる
ねんね
のがす
のく
のけもの
のけ反る
のけ者
のこぎり
のこす
のさばる
のしあがる
のし上がれる
のし歩く
のぞかせる
のぞきこむ
のぞき込む
のぞける
のぞみ
のたうち回る
のちのち
のっぺらぼう
のっぺり
のっぽ
のど元
ののしる
のばす
のびやか
のびる
のぶ
のぼせる
のぼり
のぼりつめる
のみ
のみこむ
のみこめる
のみ込む
のら
のりあわせる
のりうつる
のりこえる
のれる
のれん
のろ
のろい
のろう
のろける
のろし
のんき
のんびり
はいいる
はいずる
はいち
はいりこむ
はいれる
はえる
はおと
はおる
はか
はかす
はかどる
はからう
はかれる
はがす
はがれる
はきだせる
はき違える
はぎの
はぎ取る
はくす
はく奪
はぐくむ
はける
はけ口
はげ
はげしい
はげます
はげむ
はげる
はこぶ
はさまる
はさみ
はし
はしくれ
はしこい
はしたない
はじ
はじき出す
はじき返す
はじる
はする
はずかしい
はずかしめる
はずむ
はぜる
はた
はたく
はたす
はたち
はためく
はたん
はだかる
はだける
はだし
はちきれる
はちみつ
はちよ
はち切れる
はっさん
はったり
はつ
はつる
はつ恋
はて
はてる
はと
はなす
はなせる
はなはだしい
はなれる
はにかむ
はねつける
はねのける
はばかる
はばたく
はばむ
はぶく
はべる
はま
はまりこむ
はみ
はみ出る
はめこむ
はめ込み
はめ込む
はやしたてる
はやし立てる
はやま
はらせる
はりきる
はりきれる
はりつめる
はりめぐらす
はるの
は種
ばあさん
ばいた
ばい菌
ばか騒ぎ
ばく
ばてる
ばとう
ばね
ばば
ばらつき
ばり
ぱくり
ぱくる
ひいき
ひいき目
ひえ
ひかえる
ひがむ
ひきあう
ひきいる
ひきいれる
ひきかえる
ひきしまる
ひきずりこむ
ひきたてる
ひきだす
ひきつる
ひきとる
ひきもどす
ひき殺す
ひき逃げ
ひぐらし
ひさ
ひさぐ
ひさこ
ひざ
ひざまずく
ひしめきあう
ひしめく
ひじ
ひじ掛け
ひす
ひずむ
ひそひそ話
ひそむ
ひた走り
ひた隠し
ひだ
ひっかえす
ひっかく
ひっきりなし
ひっくりかえす
ひっこむ
ひっこめる
ひっこ抜く
ひったくり
ひっぱたく
ひっぱれる
ひっ付く
ひつ
ひつぎ
ひでよ
ひとくち
ひところ
ひとつまみ
ひとにぎり
ひとまず
ひとまとめ
ひとみ
ひとめぼれ
ひとりごつ
ひとりっ子
ひと回り
ひと安心
ひと山
ひと役
ひと晩
ひと月
ひと泡
ひと癖
ひと皮
ひと筋縄
ひと足
ひと通り
ひと頃
ひな
ひな壇
ひな鳥
ひねり出す
ひばり
ひび
ひびく
ひび割れ
ひま
ひまし油
ひめる
ひも
ひもじい
ひやかす
ひやす
ひやひや
ひょう
ひよ
ひよこ
ひよっこ
ひより
ひらい
ひらく
ひらける
ひりつく
ひりひり
ひるがえす
ひれ
ひれふす
ひろ
ひろう
ひろがる
ひろげる
ひろこ
ひろ子
ひんしゅく
ひん曲がる
ひ孫
ひ弱い
びしょびしょ
びしょ濡れ
びた一文
びほう
びょう
びん
ふえ
ふか
ふかい
ふかす
ふがいない
ふき
ふきだす
ふきん
ふくせる
ふくまる
ふくむ
ふくめる
ふくらます
ふくらませる
ふくらむ
ふくれあがる
ふくれっ面
ふくれる
ふくろう
ふけ
ふさがる
ふさぎこむ
ふさこ
ふしぎ
ふしだら
ふじ
ふす
ふする
ふせる
ふっかける
ふっきれる
ふっとぶ
ふっ切れる
ふっ飛ぶ
ふつ
ふつふつ
ふてくされる
ふてる
ふとい
ふとっちょ
ふとる
ふぶき
ふみこむ
ふみつける
ふみの
ふもと
ふらせる
ふらつく
ふりかえる
ふりかかる
ふりかける
ふりかざす
ふりきる
ふりほどく
ふりまわす
ふりみだす
ふるえる
ふるさと
ふるた
ふるわせる
ふれあえる
ふれこむ
ふれまわる
ふれ合う
ふろしき
ふんする
ふんぞる
ふんだくる
ふんだん
ふんばる
ぶちこむ
ぶちこわす
ぶったぎる
ぶっつけ
ぶっつける
ぶっとばす
ぶっぱなす
ぶっ続け
ぶつくさ
ぶつぶつ
ぶと
ぶらさがる
ぶらつく
ぶらんこ
ぶら下げる
ぶりかえす
ぶり返す
ぶんなぐる
ぷかぷか
へき
へきえき
へこたれる
へこむ
へそ
へそ曲がり
へた
へっぽこ
へつらう
へとへと
へばりつく
へばる
へべれけ
へぼ
へま
へや
へらす
へらず口
へりくだる
へんする
へんちくりん
へんてこりん
へんぷ
べたつく
べっぴん
べらぼう
べらんめぇ
べろんべろん
ぺちゃんこ
ほう
ほうき
ほうき星
ほうふつ
ほうる
ほうれん草
ほうろう
ほう助
ほえる
ほお
ほおずき
ほおばる
ほお骨
ほくそえむ
ほくろ
ほぐれる
ほこ
ほこる
ほころびる
ほころぶ
ほさ
ほす
ほそい
ほた
ほっそり
ほっつく
ほっぺ
ほっぺた
ほっぽる
ほつれ
ほとぼり
ほとり
ほどく
ほどける
ほどこす
ほど近い
ほの暗い
ほふく
ほほえむ
ほほ笑む
ほり
ほりだす
ほれぼれ
ほれ込む
ほろ
ぼかし
ぼけ
ぼっとう
ぼや
ぼやかす
ぼん
ぽか
ぽっと出
ぽんこつ
まあ
まいこ
まいこむ
まい進
まかす
まかなう
まかりとおる
まかれる
まがい物
まがう
まがまがしい
まがる
まき
まきこむ
まきちらす
まぐれ
まける
まげる
まこと
まごつく
まさ
まさえ
まさぐる
まさこ
まさし
まさよ
まさる
まざる
まじえる
まじなう
まじめさ
ますみ
まする
まぜこぜ
またたく
またたく間
またとない
またの日
また上
まだけ
まだるっこい
まち
まちがえる
まちぶせる
まちまち
まぢかい
まっか
まっただなか
まっただ中
まっとうする
まっぷたつ
まっ白
まつげ
まつり
まつる
まつわる
まつ毛
まとめ買い
まどう
まどか
まどろむ
まどわす
まなみ
まぬがれる
まねごと
まねる
まばゆい
まひ
まぶた
ままごと
まみ
まみえる
まめ
まもる
まもれる
まやかし
まゆ
まゆ毛
まりあ
まりえ
まりこ
まるまる
まるめる
まろやか
まんが
まんじゅう
まん丸
まん延
みいだす
みいる
みえ
みおくる
みか
みかける
みかじめ
みかん
みがく
みぎ
みくびる
みさえ
みじん
みすえる
みする
みずほ
みそ
みそれる
みぞ
みたす
みたてる
みたらし
みだら
みだれる
みち
みつお
みつかる
みつを
みつ子
みてとれる
みとり
みとる
みとれる
みなみ
みならう
みにくい
みね
みね子
みのがす
みはる
みほ
みみっちい
みや
みやげ
みやこ
みやすい
みよい
むかむか
むくつけい
むくむ
むさい
むさくるしい
むさぼる
むし
むしばむ
むしり取る
むしる
むす
むすぶ
むずがゆい
むず痒い
むせかえる
むせび泣く
むせぶ
むせる
むせ返る
むだ
むちゃ
むつかしい
むつまじい
むね
むべ
むら
めい
めいてい
めいる
めくれる
めぐまれる
めぐみ
めぐむ
めぐらす
めぐらせる
めぐり合わせ
めざめる
めし
めだか
めでる
めぼしい
めり込む
めろめろ
めんずる
めんどう
もうかる
もうけ
もうす
もうでる
もうろう
もえあがる
もえる
もがり
もぎとる
もぎる
もくする
もくろみ
もくろむ
もぐら
もぐり
もぐりこむ
もぐり込む
もぐる
もげる
もしゃ
もじる
もたげる
もたす
もたつき
もたつく
もたれる
もちかける
もっての外
もつれあう
もつれこむ
もてあます
もてなし
もてなす
もとづく
もどす
もどれる
もぬけの殻
ものがたり
ものさし
ものたりない
もののふ
ものものしい
もの寂しい
もの狂い
もの言い
もみあう
もみくちゃ
もみじ
もみ合う
もめごと
もめ事
もも子
もやし
もよおす
もりあがる
もりあげる
もりこむ
もりたてる
もろさ
もんじゃ
やあ
やおや
やかた
やから
やきもき
やぎ
やけっぱち
やける
やじ
やじる
やすえ
やすこ
やすの
やすむ
やせこける
やせ細る
やっこ
やっつけ仕事
やつす
やとう
やぶさか
やぶる
やぶれる
やぼったい
やましい
やまと
やみ
やみくも
やむない
やむを得る
やむ無い
やめ
やや
やりあう
やりこめる
やりすごす
やりすごせる
やりっ放し
やりなおす
やり玉
やり込める
やり返せる
やり過ごせる
やわ
やわい
やわらげる
やんごとない
ゆうする
ゆう子
ゆか
ゆかしい
ゆがみ
ゆがめる
ゆきの
ゆき子
ゆくえ
ゆくゆく
ゆする
ゆず
ゆずる
ゆずれる
ゆたか
ゆだる
ゆでる
ゆみ
ゆらぎ
ゆらす
ゆらめく
ゆりか
ゆるす
ゆるせる
ゆるむ
ゆるやか
よう
ようこ
よくする
よくばる
よしあし
よしのり
よしみ
よせ
よせる
よそよそしい
よそ事
よそ者
よそ見
よたる
よっぽど
よどみ
よどむ
よね
よばわる
よびさます
よべる
よみうり
よみとれる
よめる
よもやま話
よりきる
よりそう
よりつく
より子
より目
よれよれ
よろい
よろける
よろめく
よわい
らい病
らせん
らち
らっきょう
ららぽーと
らんちき騒ぎ
りく
りこ
りさ
りす
りっぱ
りつ
りや
りゅう
りょう
りりしい
りん
るい
るみ
るみ子
るり
れいする
れい子
れき
れつ
れん
ろうし
ろうと
ろう者
わいせつ
わかつ
わかば
わが家
わき
わき役
わき目
わき腹
わき見
わき起こる
わさび
わさん
わする
わすれる
わたす
わたれる
わだつみ
わっぱ
わび
わびしい
わびる
わや
わらう
わらじ
わらべ
ゐる
アイオワ
アイガー
アイシャドー
アイスホッケー
